,likes,Checkins,Returns,Category,commBase,comm24,comm48,diff2448,baseTime,length,shares,hrs,sun_pub,mon_pub,tue_pub,wed_pub,thu_pub,fri_pub,sat_pub,sun_base,mon_base,tue_base,wed_base,thu_base,fri_base,sat_base,output,baseTime_l
12157,358398,0,8153.0,18.0,17.0,1,1.0,0,"(65.0, 72.0]",138,60.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(65.0, 72.0]"
15532,31178,1,41.0,27.0,0.0,0,0.0,0,"(-1.0, 7.0]",94,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,2,"(-1.0, 7.0]"
26312,16272,0,311.0,24.0,8.0,0,8.0,-8,"(35.0, 42.0]",922,3.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
3951,806441,0,73011.0,38.0,375.0,66,309.0,-243,"(35.0, 42.0]",41,23.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,24,"(35.0, 42.0]"
34433,236881,1172,36034.0,40.0,4.0,4,0.0,4,"(14.0, 21.0]",67,58.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,1,"(14.0, 21.0]"
4963,4290409,11,131422.0,9.0,51.0,6,45.0,-39,"(28.0, 35.0]",189,2.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(28.0, 35.0]"
8537,212300,0,1153.0,24.0,16.0,0,1.0,-1,"(57.0, 65.0]",156,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(57.0, 65.0]"
394,1552629,0,64641.0,9.0,48.0,5,43.0,-38,"(35.0, 42.0]",1946,15.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(35.0, 42.0]"
26958,1013,0,1.0,85.0,1.0,0,1.0,-1,"(21.0, 28.0]",319,3.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(21.0, 28.0]"
3374,3002026,0,77240.0,9.0,462.0,14,46.0,-32,"(57.0, 65.0]",181,939.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,2,"(57.0, 65.0]"
14733,365315,0,1927.0,8.0,6.0,0,0.0,0,"(65.0, 72.0]",31,43.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(65.0, 72.0]"
3783,17365,0,3447.0,36.0,0.0,0,0.0,0,"(57.0, 65.0]",176,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(57.0, 65.0]"
31516,72615,0,3569.0,14.0,20.0,12,8.0,4,"(28.0, 35.0]",38,1281.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,2,"(28.0, 35.0]"
12975,33326385,157,27408.0,47.0,180.0,180,0.0,180,"(14.0, 21.0]",185,216.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,21,"(14.0, 21.0]"
8849,155266,1284,2454.0,60.0,0.0,0,0.0,0,"(7.0, 14.0]",60,30.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(7.0, 14.0]"
24721,68306,0,3811.0,2.0,13.0,1,4.0,-3,"(57.0, 65.0]",11,5.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(57.0, 65.0]"
11847,6074,20,225.0,6.0,1.0,1,0.0,1,"(-1.0, 7.0]",497,4.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(-1.0, 7.0]"
38821,1720897,1152,10096.0,46.0,1.0,0,0.0,0,"(57.0, 65.0]",22,4.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(57.0, 65.0]"
37921,287698,0,4752.0,24.0,20.0,20,0.0,20,"(7.0, 14.0]",71,11.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,5,"(7.0, 14.0]"
2311,579587,0,33116.0,18.0,63.0,8,55.0,-47,"(35.0, 42.0]",57,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
18273,10135,0,1025.0,24.0,2.0,0,2.0,-2,"(42.0, 49.0]",89,2.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(42.0, 49.0]"
17685,257320,0,81826.0,20.0,14.0,1,2.0,-1,"(65.0, 72.0]",121,87.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(65.0, 72.0]"
11053,175201,0,54849.0,36.0,20.0,20,0.0,20,"(14.0, 21.0]",1932,66.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,3,"(14.0, 21.0]"
17099,609152,1,16856.0,18.0,35.0,15,20.0,-5,"(21.0, 28.0]",305,86.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,5,"(21.0, 28.0]"
9190,242526,323,701.0,4.0,0.0,0,0.0,0,"(28.0, 35.0]",198,2.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(28.0, 35.0]"
12934,47872,72574,3957.0,45.0,3.0,3,0.0,3,"(-1.0, 7.0]",63,2.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,2,"(-1.0, 7.0]"
12395,19465,0,1578.0,18.0,16.0,16,0.0,16,"(-1.0, 7.0]",29,2.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,4,"(-1.0, 7.0]"
18774,55275,0,1834.0,13.0,9.0,4,5.0,-1,"(28.0, 35.0]",250,42.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(28.0, 35.0]"
23527,12293,3744,3015.0,32.0,1.0,0,1.0,-1,"(35.0, 42.0]",325,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(35.0, 42.0]"
23443,23223,0,121.0,36.0,1.0,1,0.0,1,"(14.0, 21.0]",48,15.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(14.0, 21.0]"
40035,2156275,114,47233.0,9.0,37.0,2,35.0,-33,"(35.0, 42.0]",120,28.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(35.0, 42.0]"
34369,236881,1172,36034.0,40.0,41.0,0,28.0,-28,"(49.0, 57.0]",37,190.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,1,"(49.0, 57.0]"
23648,313452,1,86759.0,8.0,294.0,294,0.0,294,"(14.0, 21.0]",40,304.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,65,"(14.0, 21.0]"
24132,2239009,51619,87722.0,9.0,20.0,20,0.0,20,"(-1.0, 7.0]",203,80.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,20,"(-1.0, 7.0]"
5662,115804,0,22.0,46.0,22.0,1,0.0,1,"(65.0, 72.0]",8,115.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(65.0, 72.0]"
6796,37624433,1,456014.0,33.0,51.0,26,25.0,1,"(35.0, 42.0]",174,464.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,25,"(35.0, 42.0]"
24563,10217,0,2.0,55.0,0.0,0,0.0,0,"(28.0, 35.0]",169,3.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(28.0, 35.0]"
19909,513160,0,73487.0,42.0,5.0,0,3.0,-3,"(49.0, 57.0]",337,28.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(49.0, 57.0]"
26470,13742,0,66.0,17.0,1.0,0,1.0,-1,"(21.0, 28.0]",191,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(21.0, 28.0]"
17679,257320,0,81826.0,20.0,26.0,3,13.0,-10,"(49.0, 57.0]",124,81.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,2,"(49.0, 57.0]"
1950,304835,0,147487.0,18.0,828.0,828,0.0,828,"(7.0, 14.0]",103,139.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,295,"(7.0, 14.0]"
32731,2027759,0,30065.0,8.0,288.0,288,0.0,288,"(21.0, 28.0]",190,135.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,12,"(21.0, 28.0]"
7580,23985,178,2773.0,36.0,7.0,7,0.0,7,"(14.0, 21.0]",6,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,1,"(14.0, 21.0]"
39157,2046147,0,123685.0,9.0,92.0,92,0.0,92,"(7.0, 14.0]",178,5.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,2,"(7.0, 14.0]"
36478,1340759,33935,49392.0,9.0,31.0,31,0.0,31,"(-1.0, 7.0]",181,15.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,30,"(-1.0, 7.0]"
3464,3002026,0,77240.0,9.0,9.0,9,0.0,9,"(14.0, 21.0]",105,15.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,2,"(14.0, 21.0]"
37200,78923,0,25345.0,24.0,57.0,8,49.0,-41,"(35.0, 42.0]",10,2.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,2,"(35.0, 42.0]"
184,3995273,0,297147.0,4.0,1521.0,536,985.0,-449,"(28.0, 35.0]",28,506.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,161,"(28.0, 35.0]"
32750,3868,0,8.0,18.0,0.0,0,0.0,0,"(57.0, 65.0]",65,1.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(57.0, 65.0]"
29676,4913787,60,158828.0,9.0,50.0,50,0.0,50,"(-1.0, 7.0]",222,84.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,11,"(-1.0, 7.0]"
18256,10135,0,1025.0,24.0,6.0,0,1.0,-1,"(57.0, 65.0]",505,2.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(57.0, 65.0]"
2628,3544586,122388,227617.0,9.0,203.0,203,0.0,203,"(14.0, 21.0]",149,526.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,15,"(14.0, 21.0]"
32328,98168,0,1843.0,36.0,27.0,7,20.0,-13,"(28.0, 35.0]",33,70.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(28.0, 35.0]"
9121,242526,323,701.0,4.0,5.0,0,2.0,-2,"(49.0, 57.0]",185,4.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(49.0, 57.0]"
24779,68306,0,3811.0,2.0,6.0,2,4.0,-2,"(28.0, 35.0]",260,3.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,1,"(28.0, 35.0]"
15310,12502094,1,36292.0,14.0,720.0,509,211.0,298,"(21.0, 28.0]",43,1880.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,52,"(21.0, 28.0]"
34133,365591,2096,6531.0,9.0,23.0,23,0.0,23,"(-1.0, 7.0]",114,19.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(-1.0, 7.0]"
22100,888531,1,4469.0,47.0,98.0,1,0.0,1,"(65.0, 72.0]",808,218.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(65.0, 72.0]"
17485,595191,99,1561.0,16.0,19.0,1,2.0,-1,"(65.0, 72.0]",2405,269.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(65.0, 72.0]"
29861,8070687,421,278406.0,9.0,65.0,65,0.0,65,"(14.0, 21.0]",129,202.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,4,"(14.0, 21.0]"
20289,25281,280,65.0,39.0,14.0,3,11.0,-8,"(28.0, 35.0]",130,22.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(28.0, 35.0]"
29110,50469,21748,2456.0,32.0,11.0,11,0.0,11,"(21.0, 28.0]",412,4.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,1,"(21.0, 28.0]"
24712,68306,0,3811.0,2.0,27.0,1,2.0,-1,"(65.0, 72.0]",20,3.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(65.0, 72.0]"
30932,518876,0,51411.0,24.0,20.0,20,0.0,20,"(-1.0, 7.0]",42,6.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,23,"(-1.0, 7.0]"
16994,1199903,0,191483.0,4.0,51.0,4,8.0,-4,"(49.0, 57.0]",104,25.0,19,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(49.0, 57.0]"
10443,7373665,1,37465.0,14.0,309.0,8,54.0,-46,"(65.0, 72.0]",54,4603.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,3,"(65.0, 72.0]"
14318,25723,0,3586.0,2.0,37.0,0,3.0,-3,"(65.0, 72.0]",34,11.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(65.0, 72.0]"
19586,6379081,0,54297.0,24.0,11.0,1,2.0,-1,"(57.0, 65.0]",193,78.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(57.0, 65.0]"
11671,92347,0,4867.0,24.0,17.0,0,0.0,0,"(65.0, 72.0]",40,1.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(65.0, 72.0]"
7108,56474,0,2074.0,36.0,2.0,0,0.0,0,"(57.0, 65.0]",977,1.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(57.0, 65.0]"
18123,25879,0,1970.0,36.0,20.0,4,16.0,-12,"(28.0, 35.0]",99,50.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,2,"(28.0, 35.0]"
37071,28325843,1,571967.0,61.0,81.0,5,12.0,-7,"(57.0, 65.0]",59,670.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,1,"(57.0, 65.0]"
30478,1128745,0,52663.0,9.0,13.0,1,12.0,-11,"(35.0, 42.0]",49,36.0,21,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,1,"(35.0, 42.0]"
14866,3432568,0,36997.0,9.0,10.0,10,0.0,10,"(14.0, 21.0]",162,16.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(14.0, 21.0]"
34575,100625,1,1280.0,105.0,1.0,0,1.0,-1,"(42.0, 49.0]",38,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(42.0, 49.0]"
36372,297702,148,488.0,55.0,1.0,1,0.0,1,"(7.0, 14.0]",34,1.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,0,"(7.0, 14.0]"
21843,209071,0,444.0,55.0,4.0,4,0.0,4,"(7.0, 14.0]",191,18.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(7.0, 14.0]"
36668,1340759,33935,49392.0,9.0,353.0,69,284.0,-215,"(28.0, 35.0]",165,223.0,13,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,17,"(28.0, 35.0]"
37877,287698,0,4752.0,24.0,9.0,9,0.0,9,"(7.0, 14.0]",92,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,0,"(7.0, 14.0]"
26851,879585,11,49540.0,9.0,507.0,1,506.0,-505,"(35.0, 42.0]",38,92.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,2,"(35.0, 42.0]"
37695,40368,0,22418.0,18.0,16.0,16,0.0,16,"(14.0, 21.0]",262,12.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,6,"(14.0, 21.0]"
2240,579587,0,33116.0,18.0,31.0,3,28.0,-25,"(42.0, 49.0]",84,26.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(42.0, 49.0]"
10151,4233,0,1005.0,18.0,0.0,0,0.0,0,"(35.0, 42.0]",14,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(35.0, 42.0]"
2431,3544586,122388,227617.0,9.0,124.0,1,13.0,-12,"(65.0, 72.0]",94,189.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,1,"(65.0, 72.0]"
15818,1670,0,8.0,13.0,0.0,0,0.0,0,"(49.0, 57.0]",393,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(49.0, 57.0]"
39300,3337470,27805,11736.0,40.0,14.0,0,14.0,-14,"(42.0, 49.0]",784,25.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(42.0, 49.0]"
22315,57889,0,10836.0,18.0,9.0,9,0.0,9,"(21.0, 28.0]",130,4.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,1,"(21.0, 28.0]"
26911,8044,198,104.0,101.0,1.0,0,1.0,-1,"(65.0, 72.0]",155,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(65.0, 72.0]"
19224,16146,0,1994.0,36.0,4.0,0,4.0,-4,"(35.0, 42.0]",40,26.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(35.0, 42.0]"
10103,4233,0,1005.0,18.0,23.0,23,0.0,23,"(7.0, 14.0]",38,2.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,8,"(7.0, 14.0]"
4331,672411,1,14221.0,9.0,18.0,1,17.0,-16,"(42.0, 49.0]",323,5.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(42.0, 49.0]"
3175,5970921,53096,234501.0,9.0,42.0,3,15.0,-12,"(49.0, 57.0]",1385,94.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(49.0, 57.0]"
27341,1975842,35,140870.0,9.0,191.0,191,0.0,191,"(7.0, 14.0]",152,1216.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,13,"(7.0, 14.0]"
13564,1209904,62,106641.0,24.0,362.0,68,294.0,-226,"(35.0, 42.0]",274,203.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,6,"(35.0, 42.0]"
7293,441897,0,16175.0,18.0,171.0,171,0.0,171,"(-1.0, 7.0]",162,128.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,117,"(-1.0, 7.0]"
34661,264140,0,7653.0,24.0,7.0,7,0.0,7,"(14.0, 21.0]",102,48.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,2,"(14.0, 21.0]"
30927,518876,0,51411.0,24.0,85.0,19,66.0,-47,"(35.0, 42.0]",11,3.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,7,"(35.0, 42.0]"
16642,1408791,158,172.0,23.0,10.0,4,6.0,-2,"(21.0, 28.0]",11,34.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,1,"(21.0, 28.0]"
19931,513160,0,73487.0,42.0,57.0,57,0.0,57,"(-1.0, 7.0]",306,1404.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,218,"(-1.0, 7.0]"
10808,441554,0,60660.0,4.0,155.0,155,0.0,155,"(14.0, 21.0]",107,80.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,7,"(14.0, 21.0]"
33828,155048,0,34292.0,18.0,79.0,7,11.0,-4,"(57.0, 65.0]",82,26.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(57.0, 65.0]"
40417,1433518,25951,101466.0,9.0,501.0,139,362.0,-223,"(35.0, 42.0]",193,318.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,50,"(35.0, 42.0]"
20141,115313,0,3650.0,24.0,10.0,0,1.0,-1,"(57.0, 65.0]",31,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(57.0, 65.0]"
14258,25723,0,3586.0,2.0,23.0,23,0.0,23,"(14.0, 21.0]",272,18.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(14.0, 21.0]"
15909,7564986,0,123241.0,12.0,7.0,2,5.0,-3,"(28.0, 35.0]",153,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(28.0, 35.0]"
20389,25281,280,65.0,39.0,6.0,6,0.0,6,"(-1.0, 7.0]",433,5.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,7,"(-1.0, 7.0]"
26687,88853,0,3169.0,2.0,3.0,3,0.0,3,"(7.0, 14.0]",25,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,4,"(7.0, 14.0]"
33137,83580,0,6366.0,20.0,2.0,2,0.0,2,"(7.0, 14.0]",183,21.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0,"(7.0, 14.0]"
40481,1426027,0,8025.0,1.0,59.0,1,5.0,-4,"(49.0, 57.0]",26,6.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(49.0, 57.0]"
11080,175201,0,54849.0,36.0,42.0,42,0.0,42,"(7.0, 14.0]",35,13.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,17,"(7.0, 14.0]"
31336,2078654,2715,84453.0,9.0,111.0,111,0.0,111,"(-1.0, 7.0]",262,237.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,8,"(-1.0, 7.0]"
7969,4072194,880,161174.0,9.0,63.0,2,5.0,-3,"(65.0, 72.0]",261,20.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,2,"(65.0, 72.0]"
35849,34008,0,11863.0,18.0,83.0,1,3.0,-2,"(57.0, 65.0]",175,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,1,"(57.0, 65.0]"
20253,25281,280,65.0,39.0,8.0,0,0.0,0,"(57.0, 65.0]",504,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(57.0, 65.0]"
35538,51890,0,4376.0,66.0,38.0,4,34.0,-30,"(35.0, 42.0]",128,1.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(35.0, 42.0]"
34224,6135,0,1.0,14.0,1.0,1,0.0,1,"(14.0, 21.0]",95,36.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,4,"(14.0, 21.0]"
27303,1975842,35,140870.0,9.0,0.0,0,0.0,0,"(-1.0, 7.0]",18,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,19,"(-1.0, 7.0]"
15030,212881,49,25.0,16.0,95.0,14,81.0,-67,"(42.0, 49.0]",207,154.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,8,"(42.0, 49.0]"
36769,640987,0,84288.0,1.0,16.0,16,0.0,16,"(7.0, 14.0]",79,179.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,2,"(7.0, 14.0]"
15908,7564986,0,123241.0,12.0,2.0,2,0.0,2,"(14.0, 21.0]",154,18.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(14.0, 21.0]"
5997,3996923,0,464892.0,8.0,98.0,12,86.0,-74,"(28.0, 35.0]",131,13.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,2,"(28.0, 35.0]"
4986,4290409,11,131422.0,9.0,57.0,57,0.0,57,"(-1.0, 7.0]",159,34.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,48,"(-1.0, 7.0]"
27015,4488,0,124.0,40.0,1.0,0,1.0,-1,"(21.0, 28.0]",610,11.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(21.0, 28.0]"
22624,3032492,4584,114769.0,9.0,83.0,10,32.0,-22,"(49.0, 57.0]",78,113.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,1,"(49.0, 57.0]"
37602,608825,150,11239.0,44.0,53.0,53,0.0,53,"(14.0, 21.0]",24,87.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,9,"(14.0, 21.0]"
27234,1501468,0,50185.0,8.0,196.0,7,33.0,-26,"(57.0, 65.0]",13,88.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,1,"(57.0, 65.0]"
18610,656085,0,62122.0,39.0,25.0,25,0.0,25,"(14.0, 21.0]",17,15.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,5,"(14.0, 21.0]"
25539,29392,0,597.0,91.0,9.0,0,9.0,-9,"(28.0, 35.0]",91,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(28.0, 35.0]"
36951,338997,0,128.0,16.0,38.0,0,10.0,-10,"(49.0, 57.0]",6,45.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(49.0, 57.0]"
9080,1203855,88,101567.0,9.0,159.0,159,0.0,159,"(-1.0, 7.0]",66,3.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,47,"(-1.0, 7.0]"
39455,5416,24787,314.0,54.0,0.0,0,0.0,0,"(49.0, 57.0]",134,1.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(49.0, 57.0]"
3190,5970921,53096,234501.0,9.0,40.0,10,30.0,-20,"(28.0, 35.0]",163,74.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,7,"(28.0, 35.0]"
23731,93143,0,13.0,55.0,2.0,1,1.0,0,"(21.0, 28.0]",18,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(21.0, 28.0]"
35859,34008,0,11863.0,18.0,32.0,8,24.0,-16,"(28.0, 35.0]",42,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(28.0, 35.0]"
25494,29392,0,597.0,91.0,0.0,0,0.0,0,"(21.0, 28.0]",183,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(21.0, 28.0]"
26826,879585,11,49540.0,9.0,50.0,50,0.0,50,"(7.0, 14.0]",73,33.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(7.0, 14.0]"
387,1552629,0,64641.0,9.0,249.0,6,35.0,-29,"(65.0, 72.0]",398,150.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,2,"(65.0, 72.0]"
25492,29392,0,597.0,91.0,0.0,0,0.0,0,"(65.0, 72.0]",83,1.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(65.0, 72.0]"
7505,23985,178,2773.0,36.0,5.0,3,2.0,1,"(28.0, 35.0]",35,12.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(28.0, 35.0]"
34007,149139,0,145.0,14.0,6.0,1,5.0,-4,"(42.0, 49.0]",51,3.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(42.0, 49.0]"
